dcterms:identifier,ac:associatedSpecimenReference,ac:providerManagedID,ac:derivedFrom,ac:providerLiteral,ac:provider,dc:type,dcterms:type,ac:subtypeLiteral,ac:subtype,ac:accessURI,dc:format,ac:subjectPart,ac:subjectOrientation,ac:caption,Iptc4xmpExt:LocationCreated,ac:captureDevice,dc:creator,ms:scanningTechnician,ac:fundingAttribution,exif:Xresolution,exif:Yresolution,dicom:SpacingBetweenSlices,dc:rights,dcterms:rights,xmpRights:Owner,xmpRights:UsageTerms,xmpRights:WebStatement,ac:licenseLogoURL,photoshop:Credit,coreid,exif:ResolutionUnit,exif:PixelXDimension,exif:PixelYDimension,ac:PixelXDimension,ac:PixelYDimension
 ark:/87602/m4/M11253,3da26bc5-c643-46b2-ab34-c0a59dd7e52b,11253,,MorphoSource,http://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,http://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/11253,application/stl,Skull,Skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,4.829515681678894e-06,4.829515681678894e-06,02070601,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,34DEEED9-CE06-469C-8E61-A8013ACE5EE9,3,,,,
http://www.morphosource.org/media/morphosource/images/1/1/2/67654_ms_media_files_media_11253_large.jpg,3da26bc5-c643-46b2-ab34-c0a59dd7e52b,11253p, ark:/87602/m4/M11253,MorphoSource,http://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,http://www.morphosource.org/media/morphosource/images/1/1/2/67654_ms_media_files_media_11253_large.jpg,image/jpeg,Skull,Skull,Ascaphus truei skull stl,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,0.0,0.0,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,34DEEED9-CE06-469C-8E61-A8013ACE5EE9,3,700.0,307.0,,
 ark:/87602/m4/M11256,3da26bc5-c643-46b2-ab34-c0a59dd7e52b,11256,,MorphoSource,http://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,http://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/11256,image/tiff,16-bit,16-bit,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,4.829515681678894e-06,4.829515681678894e-06,02070601,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,34DEEED9-CE06-469C-8E61-A8013ACE5EE9,3,,,1604,789
http://www.morphosource.org/media/morphosource/images/1/1/2/85782_ms_media_files_media_11256_large.jpg,3da26bc5-c643-46b2-ab34-c0a59dd7e52b,11256p, ark:/87602/m4/M11256,MorphoSource,http://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,http://www.morphosource.org/media/morphosource/images/1/1/2/85782_ms_media_files_media_11256_large.jpg,image/jpeg,16-bit,16-bit,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,482.9514871432086,482.9514871432086,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,34DEEED9-CE06-469C-8E61-A8013ACE5EE9,3,700.0,344.0,,
 ark:/87602/m4/M11258,3da26bc5-c643-46b2-ab34-c0a59dd7e52b,11258,,MorphoSource,http://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,http://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/11258,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,4.829515681678894e-06,4.829515681678894e-06,02070601,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,34DEEED9-CE06-469C-8E61-A8013ACE5EE9,3,,,,
http://www.morphosource.org/media/morphosource/images/1/1/2/59188_ms_media_files_media_11258_large.jpg,3da26bc5-c643-46b2-ab34-c0a59dd7e52b,11258p, ark:/87602/m4/M11258,MorphoSource,http://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,http://www.morphosource.org/media/morphosource/images/1/1/2/59188_ms_media_files_media_11258_large.jpg,image/jpeg,,,Whole body STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,0.0,0.0,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,34DEEED9-CE06-469C-8E61-A8013ACE5EE9,3,700.0,564.0,,
 ark:/87602/m4/M11270,5d153fb1-7909-4dc6-9060-5f92f7f3a840,11270,,MorphoSource,http://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,http://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/11270,application/stl,Stl of skull,Stl of skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,324.8568437103979,324.8568437103979,0.03078279,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,7552BDB6-55F2-4534-953F-BFB638C42753,3,,,,
http://www.morphosource.org/media/morphosource/images/1/1/2/14084_ms_media_files_media_11270_large.jpg,5d153fb1-7909-4dc6-9060-5f92f7f3a840,11270p, ark:/87602/m4/M11270,MorphoSource,http://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,http://www.morphosource.org/media/morphosource/images/1/1/2/14084_ms_media_files_media_11270_large.jpg,image/jpeg,Stl of skull,Stl of skull,Skull STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,37.79527559055118,37.79527559055118,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,7552BDB6-55F2-4534-953F-BFB638C42753,3,700.0,270.0,,
 ark:/87602/m4/M11271,5d153fb1-7909-4dc6-9060-5f92f7f3a840,11271,,MorphoSource,http://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,http://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/11271,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,324.8568437103979,324.8568437103979,0.03078279,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,7552BDB6-55F2-4534-953F-BFB638C42753,3,,,,
http://www.morphosource.org/media/morphosource/images/1/1/2/83653_ms_media_files_media_11271_large.jpg,5d153fb1-7909-4dc6-9060-5f92f7f3a840,11271p, ark:/87602/m4/M11271,MorphoSource,http://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,http://www.morphosource.org/media/morphosource/images/1/1/2/83653_ms_media_files_media_11271_large.jpg,image/jpeg,,,"STL, whole body",Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,37.79527559055118,37.79527559055118,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,7552BDB6-55F2-4534-953F-BFB638C42753,3,700.0,258.0,,
 ark:/87602/m4/M11272,5d153fb1-7909-4dc6-9060-5f92f7f3a840,11272,,MorphoSource,http://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,http://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/11272,image/tiff,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,324.8568437103979,324.8568437103979,0.03078279,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,7552BDB6-55F2-4534-953F-BFB638C42753,3,,,923,435
http://www.morphosource.org/media/morphosource/images/1/1/2/52871_ms_media_files_media_11272_large.jpg,5d153fb1-7909-4dc6-9060-5f92f7f3a840,11272p, ark:/87602/m4/M11272,MorphoSource,http://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,http://www.morphosource.org/media/morphosource/images/1/1/2/52871_ms_media_files_media_11272_large.jpg,image/jpeg,,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,324.8568076787032,324.8568317082923,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,7552BDB6-55F2-4534-953F-BFB638C42753,3,700.0,330.0,,
 ark:/87602/m4/M11362,e8760713-48e0-418d-8be2-18fda6501946,11362,,MorphoSource,http://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,http://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/11362,application/stl,CT Scan,CT Scan,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,409.9062872246147,409.9062872246147,0.02439582,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,362363BD-E313-4D6F-8836-C0680F10116E,3,,,,
http://www.morphosource.org/media/morphosource/images/1/1/3/55313_ms_media_files_media_11362_large.jpg,e8760713-48e0-418d-8be2-18fda6501946,11362p, ark:/87602/m4/M11362,MorphoSource,http://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,http://www.morphosource.org/media/morphosource/images/1/1/3/55313_ms_media_files_media_11362_large.jpg,image/jpeg,CT Scan,CT Scan,Skull STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,0.0,0.0,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,362363BD-E313-4D6F-8836-C0680F10116E,3,700.0,289.0,,
 ark:/87602/m4/M11363,e8760713-48e0-418d-8be2-18fda6501946,11363,,MorphoSource,http://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,http://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/11363,application/stl,CT Scan,CT Scan,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,409.9062872246147,409.9062872246147,0.02439582,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,362363BD-E313-4D6F-8836-C0680F10116E,3,,,,
http://www.morphosource.org/media/morphosource/images/1/1/3/67299_ms_media_files_media_11363_large.jpg,e8760713-48e0-418d-8be2-18fda6501946,11363p, ark:/87602/m4/M11363,MorphoSource,http://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,http://www.morphosource.org/media/morphosource/images/1/1/3/67299_ms_media_files_media_11363_large.jpg,image/jpeg,CT Scan,CT Scan,Full body STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,37.79527559055118,37.79527559055118,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,362363BD-E313-4D6F-8836-C0680F10116E,3,700.0,681.0,,
 ark:/87602/m4/M11370,e8760713-48e0-418d-8be2-18fda6501946,11370,,MorphoSource,http://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,http://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/11370,image/tiff,CT Scan,CT Scan,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,409.9062872246147,409.9062872246147,0.02439582,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,362363BD-E313-4D6F-8836-C0680F10116E,3,,,1350,658
http://www.morphosource.org/media/morphosource/images/1/1/3/44914_ms_media_files_media_11370_large.jpg,e8760713-48e0-418d-8be2-18fda6501946,11370p, ark:/87602/m4/M11370,MorphoSource,http://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,http://www.morphosource.org/media/morphosource/images/1/1/3/44914_ms_media_files_media_11370_large.jpg,image/jpeg,CT Scan,CT Scan,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,409.906342273622,409.906342273622,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,362363BD-E313-4D6F-8836-C0680F10116E,3,700.0,341.0,,
 ark:/87602/m4/M11365,ec0b82aa-83a0-4975-b95f-aa8a5390fbc1,11365,,MorphoSource,http://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,http://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/11365,application/stl,CT scan of skull and body,CT scan of skull and body,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,325.71984900930676,325.71984900930676,0.03070123,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,B6065BA3-9764-4FA0-AA07-E067FA334232,3,,,,
http://www.morphosource.org/media/morphosource/images/1/1/3/90291_ms_media_files_media_11365_large.jpg,ec0b82aa-83a0-4975-b95f-aa8a5390fbc1,11365p, ark:/87602/m4/M11365,MorphoSource,http://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,http://www.morphosource.org/media/morphosource/images/1/1/3/90291_ms_media_files_media_11365_large.jpg,image/jpeg,CT scan of skull and body,CT scan of skull and body,Skull STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,0.0,0.0,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,,B6065BA3-9764-4FA0-AA07-E067FA334232,3,700.0,290.0,,
